Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Macao SAR, China",MAC,"Population ages 15-64, total",SP.POP.1564.TO,94788,93972,96726,99990,104240,110085,117016,124118,130919,137128,143823,145317,156360,126572,87629,99503,110776,121389,132184,144137,156377,165276,173128,183350,192760,197589,202003,209259,217937,226407,232703,243452,255104,262359,270096,278218,282321,284735,289913,296031,301799,308551,316853,326149,340209,360191,385088,407282,427429,426589,431146,442730,455930,471597,491147,503511,506873,499397,502198,505799,509361,502032,494309,491628
St. Martin (French part),MAF,"Population ages 15-64, total",SP.POP.1564.TO,2111,2169,2233,2300,2383,2496,2648,2825,2955,3039,3127,3216,3308,3402,3510,3670,3876,4088,4303,4529,4769,5023,5876,7479,9270,11108,12975,14847,16722,18611,19691,19787,19711,19640,19581,19532,19495,19460,19431,19635,20117,20650,21170,21667,22141,22608,23081,23556,24043,24537,24815,24849,24862,24878,24893,24843,24691,24502,23784,21812,19859,18890,18099,16967
Morocco,MAR,"Population ages 15-64, total",SP.POP.1564.TO,6083073,6176181,6280872,6390694,6519984,6669210,6825940,6995671,7178812,7375054,7584766,7805624,8031891,8265021,8510866,8771254,9045124,9339729,9654024,9977941,10314512,10661200,11013328,11371054,11729841,12089774,12440456,12781428,13127316,13477614,13834357,14187935,14539993,14897549,15262088,15635638,16011856,16389058,16768680,17147495,17520706,17892637,18264901,18635735,19023868,19436470,19842883,20230288,20604146,20963180,21309103,21644326,21973529,22297078,22602435,22886246,23172367,23450265,23693123,23916648,24156677,24409981,24669244,24942696
Monaco,MCO,"Population ages 15-64, total",SP.POP.1564.TO,14515,14638,14734,14786,14818,14855,14900,14955,15062,15218,15407,15581,15712,15842,15976,16123,16327,16572,16833,17115,17403,17693,17987,18238,18449,18660,18869,19083,19306,19576,19827,19984,20096,20203,20307,20404,20503,20614,20727,20835,20879,20812,20686,20554,20423,20300,20180,20052,19936,19873,19833,19788,19749,19727,19719,19706,19684,19655,19637,19499,19307,19224,19480,19659
Moldova,MDA,"Population ages 15-64, total",SP.POP.1564.TO,1246077,1262719,1282184,1305565,1333156,1364036,1397061,1431521,1466895,1502931,1534892,1562676,1591041,1619704,1649225,1678544,1706054,1731434,1754219,1768801,1781051,1797927,1814346,1829471,1842669,1854232,1865563,1878562,1892601,1900453,1902135,1902633,1899916,1894342,1888652,1883713,1887053,1891182,1906808,1924335,1942575,1961496,1980888,1999066,2015175,2025118,2028965,2032454,2038199,2046813,2055881,2062476,2064667,2057438,2033774,1986856,1933741,1874177,1819165,1769554,1731714,1691333,1636982,1582642
Madagascar,MDG,"Population ages 15-64, total",SP.POP.1564.TO,2629315,2669427,2712629,2760774,2824660,2903630,2986612,3072286,3160669,3251513,3344864,3440663,3538814,3640317,3746313,3856887,3971478,4089842,4211962,4338185,4469409,4606659,4751059,4902948,5061894,5228182,5402284,5583903,5772368,5967493,6169297,6377563,6592558,6815361,7045709,7282026,7523129,7769634,8022517,8282283,8548923,8817240,9086846,9365767,9660686,9977229,10314614,10667696,11036733,11423287,11827868,12250626,12689813,13142143,13596043,14045774,14497349,14952118,15410691,15875472,16346393,16822314,17308526,17810601
Maldives,MDV,"Population ages 15-64, total",SP.POP.1564.TO,53730,54778,55692,56444,56955,57582,58574,59765,61144,62643,64258,66031,67993,70144,72292,74286,76311,78525,80628,82637,84873,87350,90064,92986,96028,98900,101536,104218,107052,110032,113107,116247,119525,123024,126810,131100,135903,140979,146302,151930,158052,164646,171382,178157,185040,192029,201306,213604,226642,239532,252164,264489,276430,287942,299348,311589,324593,337617,350552,363344,376022,388687,395889,397682
Middle East & North Africa,MEA,"Population ages 15-64, total",SP.POP.1564.TO,54986034,56130174,57384557,58700959,60139309,61680707,63306458,65083191,66941353,68922601,70986957,73103743,75276379,77580326,79995063,82536966,85155006,87906841,90852352,93927309,97156182,101097470,105146409,108778272,112556063,116434082,120439050,124541332,128602871,132740474,137891962,142438816,147096984,151208231,155517853,160500583,165767508,171404618,177440816,183757289,190297345,197023056,203420997,209953237,217077841,224365225,231880482,239403572,246362303,252804357,257906705,263857730,269824408,275818573,280977414,286562979,291999141,296438294,300233237,304893928,310559009,314784570,322534068,330568105
Mexico,MEX,"Population ages 15-64, total",SP.POP.1564.TO,18516589,19053313,19633100,20250776,20897808,21560238,22244775,22956616,23687790,24433689,25191340,25962888,26759478,27586430,28446071,29343109,30279043,31257063,32282968,33360303,34487497,35693435,36952263,38209337,39464586,40712395,41958937,43219264,44489014,45758833,47094701,48492514,49858692,51166082,52432728,53682751,54924262,56161157,57387267,58610372,59831998,61038109,62230681,63416659,64621123,65870973,67170734,68545683,69981424,71430901,72867533,74264677,75579567,76832762,78028670,79146660,80219079,81281434,82352438,83404230,84358936,85208948,86098005,87049387
Marshall Islands,MHL,"Population ages 15-64, total",SP.POP.1564.TO,7059,7236,7437,7653,7889,8149,8425,8897,9743,10791,11607,11905,11937,11994,12218,12581,12926,13267,13603,13946,14363,14911,15542,16189,16846,17516,18193,18882,19596,20301,20985,21681,22375,23077,23803,24546,25303,26074,26846,27584,28255,28861,29398,29857,30232,30501,30637,30641,30558,30444,30334,30208,30033,29800,29506,29152,28712,28181,27598,26993,26369,25526,24555,23650
Middle income,MIC,"Population ages 15-64, total",SP.POP.1564.TO,1094763252,1108521165,1126884942,1147695909,1169469643,1194846259,1223777327,1255349495,1288280168,1321625131,1357194126,1393164336,1429874087,1467414003,1502689370,1537076334,1571568652,1610901750,1658465563,1707759082,1756651254,1806613319,1856380315,1907529203,1960327839,2013258615,2066464407,2119205736,2171809880,2223238695,2273874377,2323129395,2372030666,2420537992,2470216166,2521895477,2575957228,2632866497,2690705494,2748114498,2806411740,2865570010,2924784874,2983647294,3043384105,3103683274,3161196898,3214639589,3267140497,3318682859,3369326387,3419018559,3467766325,3514768514,3560110933,3602812177,3643954885,3683480480,3721805092,3759524762,3796767297,3833815228,3868294239,3903936494
North Macedonia,MKD,"Population ages 15-64, total",SP.POP.1564.TO,822901,834833,847347,862910,882897,902455,923214,945659,969202,994009,1019337,1042679,1064297,1086001,1108552,1131323,1153083,1173761,1195536,1218783,1242851,1267904,1287668,1300925,1312442,1322594,1331785,1340471,1348417,1355812,1362132,1358992,1345374,1328222,1316075,1317957,1328852,1321483,1331465,1342083,1354027,1365460,1360420,1366468,1367179,1365867,1363890,1360011,1355303,1349759,1343815,1339637,1334329,1325889,1318111,1310972,1302245,1291013,1276293,1257079,1233245,1213480,1204416,1195948
Mali,MLI,"Population ages 15-64, total",SP.POP.1564.TO,3079549,3121130,3164569,3207027,3246082,3285979,3326971,3367171,3407664,3448296,3490210,3531779,3574127,3619758,3666126,3711770,3755274,3800751,3850396,3901727,3957244,4016037,4077479,4144041,4210159,4268468,4317260,4360246,4406893,4466667,4541518,4622613,4709530,4806750,4914794,5031247,5152537,5284937,5439264,5613955,5800302,5997778,6205366,6418872,6636366,6853560,7071661,7295073,7521898,7750334,7981594,8216096,8414565,8627490,8897578,9180473,9485903,9814247,10155995,10512307,10898187,11309310,11726373,12154220
Malta,MLT,"Population ages 15-64, total",SP.POP.1564.TO,186285,187491,188890,190285,191649,192264,192079,191752,191624,191573,192440,194195,195639,196964,198167,200792,202791,204340,206996,209388,211658,213079,217354,219952,219438,222735,226175,227719,229611,231867,234258,240941,243755,246602,249565,251983,254435,257489,260268,262806,265444,268156,270775,273380,276279,279263,281744,284414,287392,289044,288930,288401,288774,290365,294257,300154,305950,314294,326897,342074,351289,352613,358792,370606
Myanmar,MMR,"Population ages 15-64, total",SP.POP.1564.TO,12301282,12491951,12691343,12898698,13140500,13424433,13726491,14042692,14373284,14717410,15075257,15441370,15816938,16176188,16517082,16868344,17226977,17603697,18001610,18407231,18823542,19244629,19653920,20101929,20599440,21101608,21605112,22110125,22619355,23125471,23621432,24097603,24560102,25027057,25506210,25995477,26493796,27013255,27555147,28101041,28624914,29109981,29552897,29959506,30351157,30737682,31118836,31499809,31850058,32204741,32606346,33030649,33469629,33906282,34309979,34672858,35021935,35361291,35672844,35957637,36234903,36504630,36766819,37024878
Middle East & North Africa (excluding high income),MNA,"Population ages 15-64, total",SP.POP.1564.TO,51569509,52587676,53695142,54878084,56172014,57566978,59055178,60658252,62358802,64150749,65999033,67883033,69812218,71829337,73960505,76212582,78504727,80889142,83445775,86103050,88902494,92420030,96036425,99218623,102559198,105975642,109485476,113057719,116578545,120158483,125060701,129134834,132981379,136442921,140138810,144497921,149056263,153900412,159110387,164559245,170131525,175778803,181031761,186372337,192252154,198201673,204125441,209700059,214689883,219412170,224029319,228326715,232379986,236309452,239993466,243450870,247114382,250969128,255142000,259712176,264251771,269003270,274483361,280562754
Montenegro,MNE,"Population ages 15-64, total",SP.POP.1564.TO,275579,280891,287297,294317,300590,304910,306690,306734,306476,307201,309546,313935,320291,327982,335585,342025,347243,351980,356848,362242,368271,375261,382890,390188,396294,400639,403058,403957,403835,403296,402823,403056,404054,405262,406237,406725,406667,406293,405798,405357,405137,407006,408615,409913,410002,410083,410670,411990,413695,415594,417838,419608,420136,419908,418771,416670,414585,412448,409776,406692,403360,400013,397378,395593
Mongolia,MNG,"Population ages 15-64, total",SP.POP.1564.TO,549901,557210,564544,571250,577290,583517,590127,597278,605176,615735,629656,645841,664313,685133,708359,733826,761139,789792,819239,848156,876487,905296,934660,964600,995102,1026168,1057863,1090320,1123751,1155835,1150381,1197275,1210145,1220831,1247100,1280283,1313730,1347296,1383123,1423203,1466297,1510570,1557044,1603614,1646859,1687547,1726504,1763942,1801328,1838066,1869432,1899994,1933165,1964285,1992941,2016800,2035808,2051242,2064311,2075651,2093738,2119721,2146054,2175678
Northern Mariana Islands,MNP,"Population ages 15-64, total",SP.POP.1564.TO,4057,4170,4287,4422,4571,4737,4926,5039,4965,4760,4900,5558,6367,7123,7644,7983,8312,8621,8923,9232,10146,11957,14136,16449,18842,21256,23645,25989,28296,30579,31990,32261,32279,32329,32394,33125,36030,40463,44898,49312,51535,50826,49370,47899,46415,44934,43471,42016,40560,39091,38110,37759,37501,37145,36695,36180,35619,35040,34454,33872,33418,32813,31919,31005
Mozambique,MOZ,"Population ages 15-64, total",SP.POP.1564.TO,3755820,3812250,3871173,3932883,3995807,4059525,4126122,4196513,4271279,4350456,4435041,4530888,4643495,4770043,4907512,5056133,5212184,5379755,5559427,5738922,5855334,5936449,6044818,6161291,6279951,6397926,6512279,6540191,6538368,6608425,6719176,6864053,7011676,7258312,7797990,8316221,8628331,8880095,9080502,9278220,9471237,9671097,9878961,10096355,10321447,10555799,10800278,11049957,11305472,11571901,11853677,12169391,12518798,12887434,13278235,13689303,14119881,14575683,15041387,15511287,16008905,16529270,17070588,17651182
Mauritania,MRT,"Population ages 15-64, total",SP.POP.1564.TO,460411,472512,484959,497504,509417,520415,531370,542906,555037,567762,581102,595073,609695,625060,641218,658185,675980,694071,712594,732214,752987,774985,798166,822362,847530,873728,900882,928939,957936,981384,1005740,1037631,1086980,1141575,1184555,1215912,1233725,1259198,1294831,1334177,1377369,1413726,1444206,1476969,1511431,1547634,1585763,1626415,1674783,1729399,1783303,1836113,1888216,1944642,2006578,2070765,2137476,2206960,2279488,2355248,2434578,2517265,2605500,2699491
Mauritius,MUS,"Population ages 15-64, total",SP.POP.1564.TO,351762,353481,362033,371318,381964,393089,404553,416214,427988,440016,452489,465429,479143,493815,508875,524068,539459,554999,568640,584422,599530,613029,624628,634198,644235,652151,659209,666067,672743,680183,687262,697209,709538,721758,736483,748000,760960,775313,787628,800672,810633,819314,827559,836593,845403,854651,863857,873750,882849,890356,896752,901864,906683,909374,911234,912536,912700,913205,913819,914458,914621,914500,910641,907119
Malawi,MWI,"Population ages 15-64, total",SP.POP.1564.TO,1955625,2008726,2062523,2112989,2161142,2207487,2251661,2297230,2344152,2392076,2441967,2495729,2553696,2616019,2683259,2755016,2831658,2917646,3013888,3117722,3228521,3345189,3467134,3595130,3729610,3869454,4010175,4211420,4449572,4659362,4841132,4986095,5126779,5197357,5136252,5132469,5241833,5355604,5476636,5596882,5716785,5843908,5975708,6115951,6265270,6423185,6592434,6776148,6981585,7205453,7439322,7682227,7936316,8207547,8495841,8799262,9122333,9463881,9819185,10191362,10582343,10987784,11406049,11837789
Malaysia,MYS,"Population ages 15-64, total",SP.POP.1564.TO,4116294,4190798,4274537,4368853,4473784,4597509,4739166,4886791,5039289,5198455,5366141,5545120,5731694,5922710,6120010,6324526,6536546,6755538,6979662,7205683,7458258,7737997,8019674,8307261,8603347,8907555,9218528,9537208,9866227,10206365,10558914,10917164,11270752,11616522,11960999,12312421,12671119,13036065,13413156,13809218,14229806,14676672,15139792,15614705,16106788,16616362,17136031,17660155,18189617,18722743,19231028,19684592,20107982,20532647,20959719,21386602,21813486,22238297,22661661,23088580,23490230,23877045,24280146,24680030
North America,NAC,"Population ages 15-64, total",SP.POP.1564.TO,118754125,120303759,122262135,124317860,126360559,128297364,130359083,132623193,134921723,137242052,139812970,142899875,145786430,148699941,151619553,154606042,157502221,160320938,163010650,165614285,167829618,169867872,171687973,173324117,174901643,176597383,178313815,179769296,181027624,182338810,183936205,185888457,188017812,190258942,192591594,195076960,197695089,200525109,203360459,206208042,209051537,211721426,214289365,216698791,219274861,221914532,224522043,226733887,228717499,230528560,232277874,233593917,234610062,235485406,236502011,237521145,238633333,239530956,240260616,240827678,242461366,242288946,242840201,243847072
Namibia,NAM,"Population ages 15-64, total",SP.POP.1564.TO,315657,320916,326761,333040,339981,347561,355548,364255,373500,383267,393619,404333,415499,426767,438286,450518,461392,471375,474163,477195,483747,484241,491804,508403,526217,546098,568762,593494,622228,683297,742619,769505,795157,821837,848784,875381,901870,927881,953716,979918,1006315,1032012,1056477,1079860,1103290,1129173,1156897,1184211,1210838,1236505,1260792,1284674,1313948,1349073,1385782,1423587,1461371,1498629,1536369,1575807,1617755,1661032,1705013,1752271
New Caledonia,NCL,"Population ages 15-64, total",SP.POP.1564.TO,46517,47968,49509,50977,52301,53636,55040,56506,58034,59986,62387,64921,67638,70568,73715,77071,79825,81529,82897,84303,85774,87319,88925,90888,93375,96090,98862,101672,104509,107297,110563,114348,118092,121806,125516,129233,132790,135962,138922,141850,144726,147682,150782,154082,157323,160219,162968,165579,167970,170593,173953,177721,181441,185108,188192,189729,190264,190698,190992,191185,191656,192410,193651,195324
Niger,NER,"Population ages 15-64, total",SP.POP.1564.TO,1749422,1802547,1855152,1908060,1962806,2019999,2079909,2141783,2205497,2270968,2338242,2406784,2477160,2550117,2625428,2703523,2784667,2868867,2956118,3046379,3138492,3231534,3325920,3422340,3521393,3624916,3734781,3850126,3970442,4096734,4228588,4364691,4505251,4651800,4805100,4966898,5131136,5292323,5458161,5629079,5804089,5985317,6171553,6363847,6563151,6771053,6988829,7217183,7457569,7711424,7980791,8267807,8584478,8921501,9270055,9643532,10038519,10441425,10854617,11282720,11729398,12197634,12687023,13201117
Nigeria,NGA,"Population ages 15-64, total",SP.POP.1564.TO,25021166,25544010,26069552,26575497,27069135,27588884,28132284,28669945,29216267,29784578,30384492,31003326,31640586,32318908,33048027,33838342,34673122,35566940,36508983,37482759,38522105,39578173,40624893,41527186,42469152,43604859,44747302,45942619,47223404,48588637,50048208,51545057,53104708,54758075,56460029,58186776,59922876,61699646,63542427,65412641,67267541,69125082,70999985,72901936,74858207,76850136,78861444,80934597,83075441,85282401,87598442,90034225,92553041,95140324,97792646,100501396,103375298,106447291,109559942,112699743,115970850,119349686,122821414,126428565
Nicaragua,NIC,"Population ages 15-64, total",SP.POP.1564.TO,887723,910545,934544,960865,990924,1024212,1059163,1095362,1132653,1170910,1210012,1249904,1288453,1327820,1370223,1413597,1457743,1502353,1545898,1586016,1628676,1676074,1723711,1770607,1815930,1861027,1907788,1956326,2008474,2066308,2128033,2192727,2260232,2329989,2401894,2475425,2547682,2617827,2686664,2754268,2820984,2886500,2951389,3016474,3082061,3152266,3226281,3300100,3374384,3448516,3522296,3596306,3670129,3742375,3812572,3881649,3950270,4018243,4086462,4155889,4229139,4304569,4382578,4463792
Netherlands,NLD,"Population ages 15-64, total",SP.POP.1564.TO,7009073,7121037,7272082,7405692,7525433,7643561,7757182,7853868,7943049,8043933,8154812,8270822,8379831,8483434,8595361,8727604,8860486,8977389,9095446,9224411,9362922,9489379,9595674,9699890,9812721,9920764,10016752,10108705,10184585,10240748,10298453,10362411,10422056,10477077,10520865,10553711,10588132,10626616,10673474,10727443,10789663,10862310,10927829,10971662,10997584,11014381,11028741,11049739,11083169,11121249,11155832,11156070,11122073,11097238,11094308,11113447,11152992,11198090,11243424,11298672,11338727,11370392,11460982,11561484
Norway,NOR,"Population ages 15-64, total",SP.POP.1564.TO,2257815,2280029,2304208,2324576,2341468,2355829,2368586,2382538,2398278,2413715,2428220,2443661,2460926,2477052,2491734,2505295,2518586,2532059,2545734,2560596,2576988,2595526,2614349,2632424,2652128,2668887,2684234,2704921,2725218,2737630,2746232,2757548,2770912,2786057,2801455,2815261,2828716,2844299,2864016,2887915,2911505,2932100,2955215,2980545,3006021,3035207,3070359,3113110,3159394,3200042,3237094,3275352,3313813,3349093,3382231,3411213,3434359,3453090,3467398,3485091,3499929,3512027,3540787,3585494
Nepal,NPL,"Population ages 15-64, total",SP.POP.1564.TO,5703624,5811839,5927865,6053138,6181759,6311808,6445360,6582626,6723607,6866980,7013761,7159516,7305674,7457145,7610434,7766155,7923798,8091633,8272297,8458046,8651879,8849094,9048386,9257778,9467207,9669790,9868618,10056649,10242794,10452869,10703451,10990066,11325027,11648597,11936816,12213972,12473030,12739421,13012556,13288245,13558268,13828027,14103952,14382275,14654852,14918321,15171873,15418611,15672718,15936034,16205224,16434939,16598827,16732523,16886462,17103563,17296685,17409806,17530204,17904242,18490953,19019696,19274988,19279461
Nauru,NRU,"Population ages 15-64, total",SP.POP.1564.TO,2824,2923,3038,3159,3287,3423,3511,3563,3604,3659,3770,3901,4032,4172,4318,4465,4618,4769,4892,4982,5025,5024,4995,4967,4981,5026,5083,5150,5234,5322,5409,5503,5589,5644,5692,5748,5810,5879,5946,6005,6048,6070,6083,6119,6176,6225,6264,6291,6299,6289,6262,6225,6265,6382,6494,6601,6710,6823,6938,6994,6973,6967,6991,7023
New Zealand,NZL,"Population ages 15-64, total",SP.POP.1564.TO,1387925,1413995,1452166,1484753,1519909,1548929,1580755,1612199,1628507,1646611,1674589,1705808,1743166,1787425,1837304,1885254,1913119,1931601,1945006,1949203,1963296,1982020,2014555,2057345,2089282,2113022,2121234,2147738,2158978,2170231,2187542,2294692,2317724,2340731,2369463,2403555,2442579,2475485,2497087,2510206,2526040,2544843,2598293,2660864,2709686,2746709,2782894,2807575,2828464,2852613,2878163,2891095,2895445,2908980,2956708,3022211,3095119,3161480,3216227,3262983,3326968,3327084,3321747,3385962
OECD members,OED,"Population ages 15-64, total",SP.POP.1564.TO,498780270,504575298,511941880,519622499,526978347,533812490,540522195,547240951,553944363,560992357,568094346,576557465,584426253,592442722,600566707,608706014,616779505,624850426,632972654,641360661,649986781,658802679,667546985,676465725,684844108,692532146,699945524,707153010,713989707,720929263,728162702,735840370,743305708,750406354,757102637,764048437,771210239,778236186,785102218,791865438,798292894,804868994,811532567,818235073,824824420,831177667,837587846,843697587,850116713,855834308,861279166,864612514,867503791,870252312,873345610,876578117,880052442,883206301,886537660,889345227,892294754,891723422,894708259,897988132
Oman,OMN,"Population ages 15-64, total",SP.POP.1564.TO,292168,297197,302155,306006,308886,312277,316387,320865,325735,331018,336722,342881,349501,356664,367951,383835,402207,423663,447575,473247,500116,528655,559357,591615,624642,666549,718611,773615,831533,892084,954978,1019986,1086911,1153993,1200300,1227800,1257456,1288912,1321663,1355188,1389360,1424213,1459524,1495685,1545285,1608440,1672162,1734599,1794461,1850996,1915954,2211867,2646915,2893637,3013597,3146051,3307132,3410749,3426990,3370149,3248817,3180597,3364212,3641118
Other small states,OSS,"Population ages 15-64, total",SP.POP.1564.TO,3149887,3194170,3252241,3314209,3379319,3442480,3501416,3558224,3616366,3678817,3746551,3821252,3902426,3988475,4072339,4159046,4254238,4355395,4457050,4558865,4659420,4755492,4849901,4940459,5030750,5127809,5227343,5328198,5432889,5543109,5658439,5757886,5812285,5853227,5909298,5963893,6057375,6173673,6300154,6372815,6453600,6613572,6794379,6956560,7106917,7265358,7434787,7617236,7792713,7969691,8114818,8181994,8289863,8411659,8538425,8674156,8815956,8982945,9095950,9188778,9284114,9414191,9553380,9699660
Pakistan,PAK,"Population ages 15-64, total",SP.POP.1564.TO,25721732,26350083,26950247,27525600,28062300,28602305,29188177,29823905,30510891,31250902,32044491,32843244,33688779,34631253,35634528,36709583,37869099,39112197,40429969,41954347,43949373,46041459,47838736,49432381,50787702,52209333,53866290,55606942,57368931,59113373,61021312,62988939,64574770,66178608,68057068,70093064,72353047,74715823,77167839,79686134,82458584,85364540,87969274,90604083,93596982,96669010,99768276,103290203,106876927,110238042,113502966,116419645,118843603,120876003,122840126,124763794,126579242,128631209,131095161,133695736,136577175,139764375,142756293,145447668
Panama,PAN,"Population ages 15-64, total",SP.POP.1564.TO,591068,607230,624116,641650,660108,679528,699669,720621,742481,765225,788812,813323,838820,865325,892950,921836,952032,983502,1016196,1049980,1084654,1120184,1156442,1193248,1230596,1268612,1307318,1346498,1385860,1425012,1464374,1504281,1544386,1584741,1625567,1667015,1709233,1752405,1796580,1841535,1886844,1932295,1977799,2023280,2068881,2114689,2160315,2205653,2250922,2296128,2341311,2386533,2431860,2477424,2523243,2569701,2617150,2665151,2713021,2760523,2804217,2843984,2885308,2927937
Peru,PER,"Population ages 15-64, total",SP.POP.1564.TO,5325503,5462718,5606491,5756694,5914531,6079270,6250314,6427590,6611577,6802274,6983159,7165765,7364185,7567440,7776354,7991322,8214719,8451143,8703481,8969712,9250640,9545210,9852837,10174218,10504585,10839096,11172007,11505062,11846350,12194712,12550056,12898165,13245653,13602962,13965408,14332546,14702628,15082483,15473433,15859263,16218207,16544320,16838460,17105654,17351274,17571820,17767065,17944866,18120848,18298959,18478282,18668203,18869022,19081139,19314172,19583733,19909818,20283474,20770673,21249543,21600638,21917878,22235789,22557857
Philippines,PHL,"Population ages 15-64, total",SP.POP.1564.TO,13770572,14118642,14497063,14915766,15387540,15882549,16381030,16906193,17462798,18043939,18583600,19083176,19599331,20140166,20700890,21338014,22107532,22944758,23794193,24646594,25491881,26353081,27293451,28293538,29287029,30221970,31093100,32012987,32964932,33852874,34795987,35682764,36611427,37639715,38581483,39554640,40638282,41814406,43176313,44638935,46043041,47369679,48609423,49876208,51163340,52435467,53593864,54795872,56025791,57295566,58815896,60309992,61826985,63329261,64669365,66018180,67382332,68705670,69948054,71144560,72395562,73635076,74792145,75977872
Palau,PLW,"Population ages 15-64, total",SP.POP.1564.TO,4490,4498,4524,4577,4659,4755,4868,5024,5217,5409,5604,5817,6045,6266,6415,6498,6564,6613,6648,6667,6725,6942,7263,7570,7860,8140,8457,8807,9140,9445,9760,10105,10448,10775,11090,11418,11829,12301,12768,13226,13552,13693,13769,13841,13929,13974,13941,13854,13731,13585,13410,13203,12981,12858,12829,12819,12817,12799,12765,12718,12674,12627,12574,12517
Papua New Guinea,PNG,"Population ages 15-64, total",SP.POP.1564.TO,1106699,1130010,1151388,1172420,1193097,1214010,1236071,1258650,1281867,1306301,1332125,1359620,1390949,1426355,1463685,1502897,1544129,1587449,1632541,1679041,1726602,1770574,1810808,1851420,1892495,1934223,1976765,2020516,2065424,2113238,2170877,2245288,2333751,2428589,2526935,2628718,2733695,2841823,2952876,3066990,3184176,3304971,3430081,3559694,3693940,3831254,3970836,4113711,4260610,4411152,4564620,4717664,4869471,5022171,5175851,5329961,5484395,5639854,5796092,5952514,6104448,6250229,6391046,6529622
Poland,POL,"Population ages 15-64, total",SP.POP.1564.TO,18031191,18176153,18436573,18780417,19169220,19500232,19811553,20187072,20567780,20915949,21194234,21457519,21770773,22078066,22356453,22591438,22786704,22943697,23067058,23186307,23344366,23535041,23728155,23920727,24081544,24202626,24318230,24426052,24510575,24610356,24742191,24887684,25043399,25194234,25343673,25490654,25638140,25810112,26018726,26217781,26135885,26313401,26460000,26593571,26714187,26823618,26922584,27013205,27095477,27203317,27145750,27071268,26960486,26804198,26617737,26409484,26181203,25947025,25700073,25444178,25178307,24408815,24176067,23972368
Pre-demographic dividend,PRE,"Population ages 15-64, total",SP.POP.1564.TO,102503690,104713712,106993748,109287760,111628608,114073134,116616447,119263185,122038289,124906404,127855669,130870042,133906911,137133405,140611985,144244044,147939844,151816653,156215701,160859174,165173350,168932870,173029702,177737313,182663541,187796950,192991894,198355551,203785683,209446241,215115524,220801750,227445208,235036647,243707463,252115806,258890913,265682727,273583386,282012974,290422849,299100400,308408637,318050301,327763435,337822123,347807606,357589729,368398396,380085805,391970765,404409695,417395208,430877786,444588905,458493563,473152432,488584397,504530186,520868216,537794907,555086012,572585433,590864849
Puerto Rico,PRI,"Population ages 15-64, total",SP.POP.1564.TO,1243173,1278914,1320301,1361052,1396337,1424060,1445356,1460458,1473615,1491335,1521872,1564179,1612429,1662257,1709226,1750972,1788248,1822446,1855626,1887949,1923280,1961621,1997722,2031123,2062949,2094141,2125675,2156907,2186712,2215739,2243486,2265667,2286456,2311922,2340085,2368478,2400452,2426905,2444044,2459126,2467418,2472026,2473391,2472878,2471646,2466476,2454011,2437064,2420169,2404516,2397063,2382606,2366343,2347462,2312943,2272218,2225196,2154271,2053644,2053065,2105708,2087080,2054974,2043673
"Korea, Dem. People's Rep.",PRK,"Population ages 15-64, total",SP.POP.1564.TO,6944731,7152287,7358026,7551020,7729733,7910185,8039850,8119765,8229531,8381672,8566950,8764788,9000859,9282427,9547384,9795113,10040722,10290523,10570486,10869230,11175157,11498960,11858402,12233235,12601261,12970537,13332789,13695671,14029804,14310377,14563448,14787816,14985804,15171578,15349441,15502112,15636975,15770354,15892304,16001483,16100370,16190491,16270655,16357932,16457341,16559504,16667319,16779339,16893784,17011495,17130568,17247225,17361615,17478628,17598910,17707732,17844532,18007613,18135184,18215035,18251701,18273607,18267776,18226126
Portugal,PRT,"Population ages 15-64, total",SP.POP.1564.TO,5565569,5615332,5648074,5664072,5661078,5614856,5545747,5494361,5456883,5399651,5359550,5348104,5346043,5358725,5447309,5661142,5822082,5888140,5963574,6048043,6138756,6221651,6289376,6349885,6407094,6452539,6485270,6514350,6540447,6564614,6589654,6616561,6644378,6672855,6706686,6744876,6781719,6818814,6856324,6896313,6943854,6983938,7007132,7018527,7018555,7017174,7021947,7030979,7032526,7024106,7009452,6977060,6924605,6859400,6795039,6745903,6700209,6654856,6617642,6591233,6569496,6586358,6605952,6663704
Paraguay,PRY,"Population ages 15-64, total",SP.POP.1564.TO,937491,962331,988159,1013662,1038621,1063924,1089698,1116678,1144953,1174666,1205947,1239645,1276912,1317634,1360890,1405624,1451500,1498975,1548118,1598956,1651607,1705605,1760360,1815603,1870827,1926105,1981766,2037672,2093979,2150872,2208261,2266189,2325273,2386238,2450105,2517933,2590328,2666889,2746523,2827905,2908615,2983972,3051541,3118593,3188361,3257016,3323637,3388096,3451155,3514939,3584317,3659674,3736834,3813247,3887535,3959316,4027771,4092363,4153750,4213286,4273655,4330717,4383665,4438409
